category,subject,statement,date_as_written,date_iso,citation,verbatim_quotation
event,Nancy Hancock (Stout); her brother; Mr. Telly; J. Bell,"Sudden deaths of a strange disease; Mr. Telly's arm mortified; J. Bell suffering from his wound, ball working in his shoulder",Sept 1864,1864-09,06-109-P04; 06-110-P01,"Nancy Hancock, (Stout that was) was taken sick on Sunday and died on the next wednesday. ... her little brother was taken suddenly, and died [[deleted: illegible]] in two hours ... Mr. Telly — Nancy [[Culphers?]] husband — has been in bad health for a long time: on last Sunday morning a small red spot made its appearance on his arm ... mortification took place and he died on monday. ... J. Bell is now suffering severely from his wound. His shoulder is greatly swelled, and there is a place six inches long, in which he says he can feel the ball working back and forth."
money,Father; Mr. Martin; old Toby,Father sold old Toby to Mr. Martin for twenty three dollars in specie,Sept 1864,1864-09,06-109-P05,"Father has sold old Toby to Mr. Martin, for twenty three dollars in specie."
event,Mr. L. Evans; Sabine; Magruder,"Evans left Sabine on the 31st [Aug 1864], seven days on the road; George's furlough not before Feb; 'I am glad old Magruder is gone'","Wednesday evening, 7th [Sept 1864]",1864-09-07,06-110-P02; 06-110-P03,"Mr. L. Evans called on us, and left the books you sent, also the letter from Joda. ... says he left Sabine on the 31st thats only seven days on the road. ... Mr Evans says your time will not come before Feb. he also says you could get leave of absence the same as he did. ... I am glad old Magruder is gone."
event,The little baby (Sarah),"Five months old, weighs nine pounds",Sept 1864,1864-09,06-110-P04,The little baby is five months old and weighs nine pounds.
church,Meetings at Brushy; Parson Hill; Mr. [[Batakers?]]; Bro Jones; Parson Austin; Milton Rawlins; Sarah Selby; Lizzie [[Burnard?]],Protracted meeting; Methodists appointed a rival meeting; 'It is only the methodists that are so hostile. the presbyterians are not so afraid of the truth'; four united with the church; Bro Jones's sermon on the unity of the church,Sept 1864,1864-09,06-111-P01; 06-111-P02,"Every one preaches his own doctrine with all his might, consequently discussion [[inserted: is]] rife. ... so after studying on it awhile they appointed a meeting in Mr. [[Batakers?]] neighborhood embracing the same time! ... The saying of Parson Hill, ""now if me and my neighbor dont agree I just let him alone, dont go about him,"" had sunk deep in their hearts, so union meetings were forgotten. ... It is only the methodists that are so hostile. the presbyterians are not so afraid of the truth. / Bro Jones was [[inserted: the]] only preacher from a distance ... There were no conversions, but four united with the church — Milton Rawlins, his wife, Sarah Selby, and Lizzie [[Burnard?]]. The meeting closed on monday night at which time Bro Jones preached one of the best sermons I ever heard on the unity of the church."
church,Parson Austin; Bro Goodman,Austin: 'they (the christians) have the bulge on us'; next protracted meeting in October,Sept 1864,1864-09,06-112-P01,"In his own language he says ""I tell my brethren that they (the christians) have the bulge on us and we had better let them alone"". ... an other protracted meeting was appointed for the [[deleted: illegible]] beginning friday night before the first Sunday in Oct. Bro Goodman told us several preachers would be there"
event,Parson Austin; Lis. Gibbs; widow Mc Knight; Fayett and Jim; Mary Morgan; Mr. Phipp; Walk Hatter,"Austin courting two weeks after his wife's death; Fayett and Jim captured or killed, whole brigade captured; Mary Morgan to marry Mr. Phipp; Walk Hatter a prisoner four months",Sept 1864,1864-09,06-112-P02,"Parson Austin was [[deleted: illegible]] waiting on Lis. Gibbs last Sunday, and [[gave?]] Saturday night. Dont you think that is right early? his wife has only been dead a little over two weeks. Father has just returned from the widow Mc Knights; he went down to get an auger to bore for water. He brings two items of news; one is that Fayett and Jim have either been taken prisoners or killed. A letter has been recd stating the whole Brigade was captured. ... Mary Morgan is to be married to night to Mr. [[deleted: illegible]] Phipp. ... I saw Walk Hatter the other day ... He was a prisoner four months, and says he fared well while in N's hands. He says the Soldiers he talked with sayed the would fight us ten years but what they would whip us; that old Abe gave them plenty to eat and wear"
relationship,Lizzie Douglas; George Douglas (Sabine Pass); Mary Andrews; Rob Orr; Norvell Winneford,"Slip: Aug. 5, 1864, Letter no 15, to George Douglas, Sabine Pass; party attended by Mary Andrews & Rob Orr; complains of Norvell Winneford working as teamster instead of serving","Aug. 5, 1864",1864-08-05,06-113-P01,"To George Douglas / Sabine Pass / from / Lizzie Douglas / Brushy Creek / Aug. 5, 1864 / Letter no 15 / — Tells of party attended / by Mary Andrews & / Rob Orr / — Complains of Norvell / Winneford working as / teamster instead of / serving"
unit,George Douglas,George [moved] in the Reg.; P. H. married 'while the field was clear',Aug 5th 64,1864-08-05,06-114-P02,"Though I am sorry to hear through Joda that you have been [[illegible]] in the Reg. You seemed to be getting along so well in the [[illegible]] I almost wished you could remain there. You seem to think P. H's chance of winning a fair one was rather bad, and that he had to marry while the field was clear."
person,Ed Dickson; uncle Graves; Joe; Laura; Em; Bee; May; Mary Orr; Sue; Bob Andrews,Candy pulling at uncle Graves's; young people named,Aug 1864,1864-08,06-115-P01,"Ed Dickson. He has got a furlough and is on a visit to this neighborhood now; he came over to invite us to a candy [[pulling?]] at his uncle graves's given in honor [[illegible]] who was to start back to the army Wednesday. ... Laura and Joe went over ... Em's, Bee, May and [[illegible]] were there, [[illegible]] and Mary Orr were the only [[illegible]] ... Sue, Bee, Joe [[illegible]], Bob Andrews Joe and ""Ed the genus."""
event,"Election, Aug 1864: Frank Hawkins; Motes; Mr Love (Bay's Father, Mal. married); [[Bib?]] Hawkins; [[Tom?]] [[Coltham?]]; [[Norvell?]]; Abb; uncle Jim","Frank Hawkins re-elected clerk; Love 130, Coltham 159; Norvell holds two offices, enrolling officer and general of the militia; a man of 50 enrolled in the militia threatens suit for false imprisonment",last monday [Aug 1864],1864-08-01,06-115-P02,"last monday was election day. The result is this, Frank Hawkins was elected again for city clerk. His opponents was named Motes Mr Love, (Bay's Father and the same one Mal. married). [[Bib?]] Hawkins, [[Tom?]] [[Coltham?]] and [[Mr?]] [[illegible]] were the candidates for [[Circuit?]] Clerk ... He only came out about a week before the election & got only ninety votes. Love 130, Coltham 159. [[Norvell?]] will now live [[illegible]], but he already holds two offices—enrolling officer, and general of the militia. ... he protested against serving any longer than till he was fifty. He now says, he is going to stay at home till [[illegible]] after him, and then he is going to sue for false imprisonment"
church,Em Gibbs; Bro Goodman; Cedar Hill,'worship the Lord next Sunday in our dirty clothes' joke; Bro Goodman's literary discourse; Methodist big meeting near Cedar Hill,Saturday 6th [Aug 1864],1864-08-06,06-116-P01; 06-116-P02,"We agreed that we did not wish to ""worship the Lord next Sunday in our dirty clothes"" ha ha. ... This morning Mother, Laura and I went over to [[Lis's?]] [[illegible]] Bro Goodman preached [[illegible]] a literary [[illegible]] discourse. ... They have now [[illegible]] at [[illegible]] somewhere near Cedar Hill."
event,Steel[e]; Kentuckey Town; [[Chisol?]]; the Guardian,Rumour of whipping Steele in Arkansas and capturing two hundred wagons; seven men hung near Kentucky Town,[spring 1864],1864,06-117-P01,It is rumour / [[lost: torn edge]] here that we have whipt Steel / in Ars and captured two hundd / waggons. Seven men were recent / ly hung near Kentuckey Town / [[lost: torn edge]] one of these named [[Chisol?]]
event,Robertson; Z. [[Tackett?]]; [[Old?]] man [[Crum?]]; Jeff Davis,Teamsters keeping out of the army: 'got to drive his waggons! getting biger pay than any of us',,,06-118-P01,"[[illegible]] has succeeded in / getting in as a teamster [[illegible]] Z. / [[Tackett?]] has got in to drive one of / R's teams. ... so you see good luck / for Robertson. ... to see Jeff Davis! got to drive / his waggons! getting biger pay / than any of us""!"
