item	page_id	paragraph_id	source_pdf	scan_page	category	annotation	context	proposed_correction	reviewer_and_date	evidence
05-127-U002	05-127	05-127-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	127	tentative reading	[[Living?]]	rom Washington [[illegible]] made round trip in 3 weeks to a day [[Living?]] at same place says he will send if he stays thare I think you mi	Living	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). family reading edition (independent image reading, editions/family/Plain-text) reads 'He lives at the same place'.
05-128-U001	05-128	05-128-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	128	tentative reading	[[leave out?]]	uly. Now if that is the Best you can do I shall look for you and [[leave out?]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. family reading edition (independent image reading, editions/family/Plain-text) '[unclear] out'; unresolved.
05-130-U001	05-130	05-130-P03	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	130	loss	[[lost: torn edge]]	Ellis this fall on a visit But when I was ready I was sick. then [[lost: torn edge]] My recovery Nancy was taken with Bordering on Congestion. previo		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Torn edge; lost word(s) not supplied.
05-130-U002	05-130	05-130-P03	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	130	loss	[[lost: torn edge]]	covery Nancy was taken with Bordering on Congestion. previous to [[lost: torn edge]] Eli had a spell of fever. Earl has [[lost: torn edge]]ough We ar		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Torn edge; lost word(s) not supplied.
05-130-U003	05-130	05-130-P03	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	130	loss	[[lost: torn edge]]	evious to [[lost: torn edge]] Eli had a spell of fever. Earl has [[lost: torn edge]]ough We are all up now	[c]ough	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). Completion of the surviving '-ough' after 'Earl has'; family reading edition (independent image reading, editions/family/Plain-text) reads '[a cough?]'. Preceding lost words unknown.
05-130-U004	05-130	05-130-P04	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	130	unread writing	[[deleted: illegible]]	[[deleted: illegible]] Well My [[lost: torn edge]]rop amounted to one Bale [[lost: torn		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-130-U005	05-130	05-130-P04	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	130	loss	[[lost: torn edge]]	[[deleted: illegible]] Well My [[lost: torn edge]]rop amounted to one Bale [[lost: torn edge]] 434 lbs which paid M	[C]rop	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (high confidence). Completion of '-rop' in 'My [ ]rop amounted to one Bale'; family reading edition (independent image reading, editions/family/Plain-text) agrees.
05-130-U006	05-130	05-130-P04	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	130	loss	[[lost: torn edge]]	 illegible]] Well My [[lost: torn edge]]rop amounted to one Bale [[lost: torn edge]] 434 lbs which paid My debts [[lost: torn edge]] Left me one doll		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Lost word(s) between 'one Bale' and '434 lbs'; family reading edition (independent image reading, editions/family/Plain-text) supplies 'weighing' by inference only.
05-130-U007	05-130	05-130-P04	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	130	loss	[[lost: torn edge]]	nted to one Bale [[lost: torn edge]] 434 lbs which paid My debts [[lost: torn edge]] Left me one dollar, the sale and [[lost: torn edge]]ttlement pre		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Lost word(s); not supplied.
05-130-U008	05-130	05-130-P04	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	130	loss	[[lost: torn edge]]	id My debts [[lost: torn edge]] Left me one dollar, the sale and [[lost: torn edge]]ttlement previous to sickness — [[lost: torn edge]] medicine & Dr	[se]ttlement	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (high confidence). Completion of '-ttlement' ('the sale and settlement previous to sickness').
05-130-U009	05-130	05-130-P04	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	130	loss	[[lost: torn edge]]	 the sale and [[lost: torn edge]]ttlement previous to sickness — [[lost: torn edge]] medicine & Dr Bill since Leaves Me about thirty dollars Behind, 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Lost word(s); not supplied.
05-131-U001	05-131	05-131-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	131	loss	[[lost: torn edge]]	xt year or not. a couple of months will decide that. As I Cant Mo[[lost: torn edge]] from this Country I will Leave [[lost: torn edge]] to make your 	Mo[ve]	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (high confidence). Completion of 'Mo-' in 'As I Cant Mo[ve] from this Country'; the same letter says 'It is out of the question Me to move'.
05-131-U002	05-131	05-131-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	131	loss	[[lost: torn edge]]	. As I Cant Mo[[lost: torn edge]] from this Country I will Leave [[lost: torn edge]] to make your figures In regard the Old Farm		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Lost word(s) after 'I will Leave'; not supplied.
05-131-U003	05-131	05-131-P03	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	131	unread writing	[[illegible: approximately 3 words]]	The Overflow and sickness given Me [[illegible: approximately 3 words]] in the way of a living, and [[lost: torn edge]] a going to take 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-131-U004	05-131	05-131-P03	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	131	loss	[[lost: torn edge]]	[[illegible: approximately 3 words]] in the way of a living, and [[lost: torn edge]] a going to take some time to [[lost: torn edge]] a Start again, 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Lost word(s); not supplied.
05-131-U005	05-131	05-131-P03	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	131	loss	[[lost: torn edge]]	f a living, and [[lost: torn edge]] a going to take some time to [[lost: torn edge]] a Start again, there is a prospect of My moving to McCluers [[Ne		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Lost word(s); not supplied.
05-131-U006	05-131	05-131-P03	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	131	tentative reading	[[Neibors?]]	ge]] a Start again, there is a prospect of My moving to McCluers [[Neibors?]] which will Cut Me Out of My present Stock of hoggs I could not m		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. family reading edition (independent image reading, editions/family/Plain-text) 'place name unclear'; unresolved.
05-132-U001	05-132	05-132-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	132	unread writing	[[deleted: illegible]]	d County the Title to be transfered about the 20th of this month [[deleted: illegible]] which is a good one, unless sold for taxes; If So the parties ag		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-132-U002	05-132	05-132-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	132	unread writing	[[deleted: illegible]]	above Costing Me My Noble Animal Billy Capshaw — doubt Mcdonalds [[deleted: illegible]] Selim Superior. Well that trade [[necessitated?]] more Sickness 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-132-U003	05-132	05-132-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	132	tentative reading	[[necessitated?]]	Mcdonalds [[deleted: illegible]] Selim Superior. Well that trade [[necessitated?]] more Sickness throwed [[lost: torn edge]] Me lower down. Now [[l		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. family reading edition (independent image reading, editions/family/Plain-text) omits; unresolved.
05-132-U004	05-132	05-132-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	132	loss	[[lost: torn edge]]	uperior. Well that trade [[necessitated?]] more Sickness throwed [[lost: torn edge]] Me lower down. Now [[lost: torn edge]] is ride a mule, drive a m		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Lost; not supplied.
05-132-U005	05-132	05-132-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	132	loss	[[lost: torn edge]]	?]] more Sickness throwed [[lost: torn edge]] Me lower down. Now [[lost: torn edge]] is ride a mule, drive a mule [[lost: torn edge]] up hire mule or		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Lost; not supplied.
05-132-U006	05-132	05-132-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	132	loss	[[lost: torn edge]]	lower down. Now [[lost: torn edge]] is ride a mule, drive a mule [[lost: torn edge]] up hire mule or walk		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Lost; not supplied.
05-132-U007	05-132	05-132-P03	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	132	loss	[[lost: torn edge]]	[[lost: torn edge]]e Land traded for is the Lower East half of 640 Survey known as G	[Th]e	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (high confidence). Completion of '-e Land traded for is the Lower East half'.
05-133-U001	05-133	05-133-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	133	loss	[[lost: torn edge]]	I Believe that I [[inserted: am]] due let[[lost: torn edge]] to all of you But I did not want to write while we were sick so 	let[ters]	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (high confidence). Completion of 'due let- to all of you'; the writer goes on 'this will suffice for all'.
05-133-U002	05-133	05-133-P03	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	133	loss	[[lost: torn edge]]	It is almost impossible for me [[lost: torn edge]] Come this winter as I would ha[[lost: torn edge]] hire some pers		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Lost word after 'impossible for me'; probably 'to'; not supplied.
05-133-U003	05-133	05-133-P03	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	133	loss	[[lost: torn edge]]	ossible for me [[lost: torn edge]] Come this winter as I would ha[[lost: torn edge]] hire some person to attend t[[lost: torn edge]] fattening hoggs 	ha[ve to]	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). 'as I would ha[ve to] hire some person'; completion plus one lost word.
05-133-U004	05-133	05-133-P03	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	133	loss	[[lost: torn edge]]	ter as I would ha[[lost: torn edge]] hire some person to attend t[[lost: torn edge]] fattening hoggs & and Borrow [[lost: torn edge]] money to travel	t[o]	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (high confidence). 'attend t[o] fattening hoggs'.
