page_id	source_pdf	scan_page	kind	transcript_blocks	unresolved_items	review_level	editorial_note
07-085	George Douglas Papers Folder 4- Correspondence.pdf	85	filing slip	1	0	initial AI visual reading of supplied scan	Later filing slip; damaged letter follows on 07-086 onward.
07-086	George Douglas Papers Folder 4- Correspondence.pdf	86	manuscript	1	18	initial AI visual reading of supplied scan	Severely darkened and damaged sheet. Read from original and enlarged, contrast-adjusted/native scan views; gaps remain. Bracketed spans are not reconstructed from context. The letter begins 07-086, continues through 07-089, and is attributed to Rebecca by its signature and filing slip 07-085. The damaged date agrees in part with the slip’s February 21, 1864. The concluding criticism is legible, but several intervening clauses cannot be recovered.
07-087	George Douglas Papers Folder 4- Correspondence.pdf	87	manuscript	1	9	initial AI visual reading of supplied scan	Severely darkened and damaged sheet. Read from original and enlarged, contrast-adjusted/native scan views; gaps remain. Bracketed spans are not reconstructed from context. The letter begins 07-086, continues through 07-089, and is attributed to Rebecca by its signature and filing slip 07-085. Bill Walker and George Winniford are named as correspondents. “French furloughs” is tentative; in this context it refers to leaving without permission. Desertion and troop-location reports are secondhand.
07-088	George Douglas Papers Folder 4- Correspondence.pdf	88	manuscript	2	15	initial AI visual reading of supplied scan	Severely darkened and damaged sheet. Read from original and enlarged, contrast-adjusted/native scan views; gaps remain. Bracketed spans are not reconstructed from context. The letter begins 07-086, continues through 07-089, and is attributed to Rebecca by its signature and filing slip 07-085. These are Rebecca’s reports, not independently corroborated events. The murder account includes torture; the victim’s name is not readable or supplied. The mill passage is too damaged to interpret fully.
07-089	George Douglas Papers Folder 4- Correspondence.pdf	89	manuscript	2	11	initial AI visual reading of supplied scan	Severely darkened and damaged sheet. Read from original and enlarged, contrast-adjusted/native scan views; gaps remain. Bracketed spans are not reconstructed from context. The letter begins 07-086, continues through 07-089, and is attributed to Rebecca by its signature and filing slip 07-085. The opening gives competing attributions for the reported murder, one naming “Quantrels” men. It does not establish responsibility. “Grass widower” is the source’s description of Josh Pruitt and does not itself establish his legal marital history. The description of the three girls and affectionate closing are partly unreadable.
07-090	George Douglas Papers Folder 4- Correspondence.pdf	90	filing slip	1	0	initial AI visual reading of supplied scan	Later filing slip. The letter follows on 07-091 onward.
07-091	George Douglas Papers Folder 4- Correspondence.pdf	91	manuscript	1	0	initial AI visual reading of supplied scan	Letter continues on 07-092–094. The “sentiments” are praised but not spelled out here; do not infer a complete political position from this passage alone.
07-092	George Douglas Papers Folder 4- Correspondence.pdf	92	manuscript	2	0	initial AI visual reading of supplied scan	Continuation of 07-091. “Conquer” is left in its moral and personal context, rather than treated as a specific military victory.
07-093	George Douglas Papers Folder 4- Correspondence.pdf	93	manuscript	2	2	initial AI visual reading of supplied scan	Continuation of 07-092. Day of the added May entry is tentative. Dollar amounts are transcribed as written, not adjusted to modern purchasing power. “Broke” describes a trained animal.
07-094	George Douglas Papers Folder 4- Correspondence.pdf	94	manuscript	1	0	initial AI visual reading of supplied scan	Conclusion of 07-091–093. The reported deaths among Arkansas Post prisoners are expressly hearsay that Rebecca hopes is exaggerated; they are not established totals. “Gurlys” is retained as written.
07-095	George Douglas Papers Folder 4- Correspondence.pdf	95	envelope	2	1	initial AI visual reading of supplied scan	Unit abbreviation at lower left is uncertain. Adjacent to Rebecca’s May 1863 letter but no separate date is visible on this face.
07-096	George Douglas Papers Folder 4- Correspondence.pdf	96	filing slip	1	0	initial AI visual reading of supplied scan	Later filing slip. Letter follows.
07-097	George Douglas Papers Folder 4- Correspondence.pdf	97	manuscript	1	1	initial AI visual reading of supplied scan	Letter continues through 07-100. “Coz” may mean cousin, but the abbreviation is uncertain and does not establish a precise relationship.
07-098	George Douglas Papers Folder 4- Correspondence.pdf	98	manuscript	1	0	initial AI visual reading of supplied scan	Continuation of 07-097. The letter reports Brother Robinson’s religious interpretation; its historical and prophetic claims are not editorial conclusions.
07-099	George Douglas Papers Folder 4- Correspondence.pdf	99	manuscript	1	0	initial AI visual reading of supplied scan	Continuation of 07-098. Parentheses are in the source. Claims about the Pope, conscription and 1866 belong to the preacher’s reported interpretation and require independent historical evaluation.
07-100	George Douglas Papers Folder 4- Correspondence.pdf	100	manuscript	1	1	initial AI visual reading of supplied scan	Conclusion of 07-097–099. The quotation echoes Revelation 11:15. “Popery” is the writer’s derogatory term for Roman Catholicism, retained to represent the source’s religious prejudice. Final line is too faint for a secure reading.
07-101	George Douglas Papers Folder 4- Correspondence.pdf	101	filing slip	1	0	initial AI visual reading of supplied scan	Later filing slip; letter follows.
07-102	George Douglas Papers Folder 4- Correspondence.pdf	102	manuscript	1	0	initial AI visual reading of supplied scan	Letter continues on the following scans. “Make the eddy” is retained as written; in context she is considering whether she can manage the move, not announcing that it has occurred.
07-103	George Douglas Papers Folder 4- Correspondence.pdf	103	manuscript	1	0	initial AI visual reading of supplied scan	Continuation of 07-102. The source spells the place “Ft. Ewel.” “Dutchman” is the source’s term; a precise nationality is not established. The sentence about Rob and another man does not state their employment or legal status explicitly. The sum is copied, not valued in modern money.
07-104	George Douglas Papers Folder 4- Correspondence.pdf	104	manuscript	1	0	initial AI visual reading of supplied scan	Continuation of 07-103. These are Rebecca’s contemporary opinions and questions, not an editor’s account of military prospects.
07-105	George Douglas Papers Folder 4- Correspondence.pdf	105	manuscript	2	0	initial AI visual reading of supplied scan	Conclusion of 07-102–104. Reports of Price’s army and requisitions are attributed to what Rebecca hears. Her invitation concerns an anticipated adobe house; the letter does not establish that it was built.
07-106	George Douglas Papers Folder 4- Correspondence.pdf	106	filing slip	1	1	initial AI visual reading of supplied scan	Later slip. Writer’s initials are unclear here; the question mark after an initial appears on the slip. Manuscript follows. Place spelling is retained.
07-107	George Douglas Papers Folder 4- Correspondence.pdf	107	manuscript	1	2	initial AI visual reading of supplied scan	Continues on 07-108. Strong reversed show-through and dark areas obstruct some words. Original spelling retained. “Jeff Davis & Co.” is the writer’s colloquial reference; do not infer a private firm. Rates are per hundredweight as written, with Confederate money, specie and gold distinguished.
